tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037240902,85,757,11.2,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,8239,7585305.74121094,12509.3891870075
06037241001,35,1101,3.2,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,8240,9747047.55664062,18114.1789790986
06037241002,129,999,12.9,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,8241,7571743.70214844,12800.3049701803
06037241110,49,820,6,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,8242,5238107.03515625,10529.7053894512
06037241120,504,1229,41,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,8243,7149192.07910156,11601.4160065632
06037241201,128,930,13.8,District 2,Los Angeles - Figueroa Park Square,SPA 6 - South,8244,5231320.47558594,10180.3654788723
06037241202,299,1668,17.9,District 2,Los Angeles - Figueroa Park Square,SPA 6 - South,8245,12518667.21875,14029.2928760976
06037241300,86,713,12.1,District 2,Los Angeles - Figueroa Park Square,SPA 6 - South,8246,5630605.65917969,9955.3828836395
06037241400,137,943,14.5,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,8247,6166191.25488281,10706.6383884159
06037242000,223,1217,18.3,District 2,Los Angeles - Watts,SPA 6 - South,8248,6922020.08300781,10404.6997280644
06037242100,210,709,29.6,District 2,Los Angeles - Watts,SPA 6 - South,8249,4942033.32910156,9051.64187238467
06037242201,120,1018,11.8,District 2,Los Angeles - Watts,SPA 6 - South,8250,4409735.49121094,8470.71411477758
06037242202,179,777,23,District 2,Los Angeles - Watts,SPA 6 - South,8251,4348043.47363281,11300.8003542198
06037242300,236,1275,18.5,District 2,Los Angeles - Watts,SPA 6 - South,8252,6883493.04785156,11108.1565793124
06037242600,600,1413,42.5,District 2,Los Angeles - Watts,SPA 6 - South,8253,5116646.26757812,9151.55685723609
06037242700,222,1298,17.1,District 2,Los Angeles - Watts,SPA 6 - South,8254,10940401.4726562,14365.0570333065
06037243001,23,733,3.1,District 2,Los Angeles - Watts,SPA 6 - South,8255,3722265.80957031,8165.62894130575
06037243002,0,612,0,District 2,Los Angeles - Watts,SPA 6 - South,8256,4195637.16210938,8644.36003308507
06037243100,256,1478,17.3,District 2,Los Angeles - Watts,SPA 6 - South,8257,6304772.77050781,10561.3985211015
06037261102,12,1422,0.8,District 3,Los Angeles - Beverly Crest,SPA 5 - West,8258,85407661.2402344,51227.1578642037
06037261103,45,739,6.1,District 3,Los Angeles - Beverly Crest,SPA 5 - West,8259,22597179.5595703,25395.6469698774
06037261200,28,1677,1.7,District 3,Los Angeles - Beverly Crest,SPA 5 - West,8260,82038321.5410156,56064.1652330753
06037262100,30,1074,2.8,District 3,Los Angeles - Bel Air,SPA 5 - West,8261,94268460.6650391,66231.9380289635
06037262200,12,1834,0.7,District 3,Los Angeles - Bel Air,SPA 5 - West,8262,92556288.2451172,51023.0312402248
06037262301,17,882,1.9,District 3,Los Angeles - Brentwood,SPA 5 - West,8263,140668877.107422,70786.5567885499
06037262302,87,1334,6.5,District 3,Los Angeles - Brentwood,SPA 5 - West,8264,33189565.1259766,31673.588283253
06037262303,3,1035,0.3,District 3,Los Angeles - Brentwood,SPA 5 - West,8265,27867591.1425781,27207.2435378344
06037262400,67,1081,6.2,District 3,Los Angeles - Mandeville Canyon,SPA 5 - West,8266,121143587.916992,72274.4100668943
06037262501,18,1362,1.3,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,8267,17477545.7080078,19392.9434073478
06037262601,23,1273,1.8,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,8268,39178592.9609375,34168.3597573382
06037262604,87,2222,3.9,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,8269,60968352.4326172,50692.9384565978
06037262704,65,1579,4.1,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,8270,19521291.0205078,24493.0501348915
06037262706,44,1280,3.4,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,8271,23157872.0234375,21210.2058288915
06037262802,59,1561,3.8,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,8272,35627253.8730469,36744.7046863434
06037264000,0,1254,0,District 3,Los Angeles - Brentwood,SPA 5 - West,8273,20114439.1982422,22839.6036538763
06037264102,162,1686,9.6,District 3,Los Angeles - Brentwood,SPA 5 - West,8274,4343038.61425781,10171.0810124122
06037264103,41,1623,2.5,District 3,Los Angeles - Brentwood,SPA 5 - West,8275,2490260.74609375,7354.9916877505
06037264303,95,1578,6,District 3,Los Angeles - Brentwood,SPA 5 - West,8276,2261081.6015625,6586.0236652056
06037264304,67,1307,5.1,District 3,Los Angeles - Brentwood,SPA 5 - West,8277,2225741.22460938,7198.82702488835
06037264305,115,1887,6.1,District 3,Los Angeles - Brentwood,SPA 5 - West,8278,14595887.8798828,19041.3321754964
06037264306,66,873,7.6,District 3,Los Angeles - Brentwood,SPA 5 - West,8279,3884954.24414062,8953.87718670341
06037265100,325,1263,25.7,District 3,Los Angeles - Westwood,SPA 5 - West,8280,25359898.2792969,23623.5309086495
06037265201,132,788,16.8,District 3,Los Angeles - Westwood,SPA 5 - West,8281,4644328.41699219,11660.5075505666
06037265203,142,1037,13.7,District 3,Los Angeles - Westwood,SPA 5 - West,8282,3384581.37890625,8364.39171620167
06037265204,211,743,28.4,District 3,Los Angeles - Westwood,SPA 5 - West,8283,2769406.64648438,7451.48028179698
06037265301,0,0,,District 3,Los Angeles - Westwood,SPA 5 - West,8284,17371241.0820312,20071.7787038585
06037265303,318,1532,20.8,District 3,Los Angeles - Westwood,SPA 5 - West,8285,1594116.39746094,5706.96420053156
06037265304,281,913,30.8,District 3,Los Angeles - Westwood,SPA 5 - West,8286,1394810.98925781,5790.89780039795
06037265306,132,436,30.3,District 3,Los Angeles - Westwood,SPA 5 - West,8287,961217.958984375,4565.47416729314
06037265307,344,943,36.5,District 3,Los Angeles - Westwood,SPA 5 - West,8288,2468513.82714844,7795.62628810521
06037265410,7,642,1.1,District 3,Los Angeles - Brentwood,SPA 5 - West,8289,7638860,15973.5504310932
06037265420,41,611,6.7,District 3,Los Angeles - Westwood,SPA 5 - West,8290,7849221.04296875,12202.5691789749
06037265521,159,1120,14.2,District 3,Los Angeles - Westwood,SPA 5 - West,8291,1452625.41210938,5481.34159352196
06037265522,177,1031,17.2,District 3,Los Angeles - Westwood,SPA 5 - West,8292,2667208.06054688,7734.37965387551
06037265523,27,1298,2.1,District 3,Los Angeles - Westwood,SPA 5 - West,8293,3627106.28125,7646.92736511404
06037265524,47,1358,3.5,District 3,Los Angeles - Westwood,SPA 5 - West,8294,4685379.44921875,8662.14900532414
06037265601,125,1400,8.9,District 3,Los Angeles - Westwood,SPA 5 - West,8295,6758653.25585938,11344.1722563052
06037265602,225,1591,14.1,District 3,Los Angeles - Westwood,SPA 5 - West,8296,3614948.77441406,9204.14860572977
06037265701,14,853,1.6,District 3,Los Angeles - Westwood,SPA 5 - West,8297,9188262.40039062,15334.421964627
06037265702,166,1546,10.7,District 3,Los Angeles - Westwood,SPA 5 - West,8298,4106623.734375,8615.57387002363
06037267101,152,1348,11.3,District 3,Los Angeles - Century City,SPA 5 - West,8299,5094799.38769531,9328.17499684459
06037267102,136,1535,8.9,District 3,Los Angeles - Century City,SPA 5 - West,8300,6863044.90332031,10650.8145738421
06037267201,12,1402,0.9,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8301,6481656.11425781,10588.1816264212
06037267202,165,1605,10.3,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8302,6201058.95507812,10207.7605167507
06037267300,255,2141,11.9,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8303,4635901.66015625,8676.10835439837
06037267403,154,1859,8.3,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8304,2520972.80664062,7862.05293824349
06037267404,94,1777,5.3,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8305,3117365.171875,7231.28504555003
06037267405,41,1457,2.8,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8306,2296740.30566406,6131.80820545199
06037267406,44,1106,4,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8307,2315701.02050781,6320.03991672016
06037267502,154,1641,9.4,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8308,4726561.77148438,8729.49009511803
06037267503,93,1196,7.8,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8309,2126539.04199219,6123.39547314434
06037267504,315,1889,16.7,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8310,2703197.72949219,6798.48655616878
06037267600,237,1372,17.3,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8311,13667713.1103516,15004.2722122777
06037267700,148,1926,7.7,District 3,Los Angeles - West Los Angeles,SPA 5 - West,8312,8734385.95996094,12174.9433891778
06037267800,118,1696,7,District 3,Los Angeles - Rancho Park,SPA 5 - West,8313,12404027.4277344,14893.816660292
06037267901,343,1890,18.1,District 3,Los Angeles - Century City,SPA 5 - West,8314,12154628.453125,14915.0995692222
06037267902,54,1703,3.2,District 3,Los Angeles - Century City,SPA 5 - West,8315,8318198.16992188,12819.5856204416
06037269000,9,2085,0.4,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,8316,24591678.8359375,28595.8458644189
06037269100,161,1590,10.1,District 3,Los Angeles - Beverlywood,SPA 5 - West,8317,8969469.2109375,12201.3208703424
06037269300,34,1428,2.4,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,8318,23755281.8125,20156.5347956459
06037269500,42,1386,3,District 3,Los Angeles - Beverlywood,SPA 5 - West,8319,15097437.5771484,17754.2665887919
06037269601,165,1089,15.2,District 3,Los Angeles - Cadillac-Corning,SPA 5 - West,8320,3605287.20019531,7562.59727069852
06037269602,44,817,5.4,District 3,Los Angeles - Cadillac-Corning,SPA 5 - West,8321,3114965.6953125,7320.27658309864
06037269700,69,1490,4.6,District 3,Los Angeles - Reynier Village,SPA 5 - West,8322,9754783.43945312,14608.4880263669
06037269800,112,1455,7.7,District 3,Los Angeles - Beverlywood,SPA 5 - West,8323,4851981.453125,11975.26717646
06037269903,259,1927,13.4,District 3,Los Angeles - Palms,SPA 5 - West,8324,3055382.6171875,7705.90889958854
06037269905,107,1399,7.6,District 3,Los Angeles - Palms,SPA 5 - West,8325,2470914.90527344,7675.65244978225
06037269906,132,1590,8.3,District 3,Los Angeles - Palms,SPA 5 - West,8326,2228641.22363281,7454.92256128818
06037269907,133,1352,9.8,District 3,Los Angeles - Palms,SPA 5 - West,8327,2960305.25878906,7579.40613029215
06037269908,230,1313,17.5,District 3,Los Angeles - Palms,SPA 5 - West,8328,1797698.93359375,6587.59117563071
06037269909,70,1303,5.4,District 3,Los Angeles - Palms,SPA 5 - West,8329,1828606.28027344,5970.59758982416
06037270101,91,1166,7.8,District 3,Los Angeles - Palms,SPA 5 - West,8330,4196370.65332031,11752.1217945184
06037270102,60,1057,5.7,District 3,Los Angeles - Palms,SPA 5 - West,8331,2092525.32421875,7567.6825710571
06037270200,75,1255,6,District 3,Los Angeles - Regent Square,SPA 5 - West,8332,8055280.75097656,14099.7626536215
06037270300,46,1141,4,District 2,Los Angeles - Faircrest Heights,SPA 4 - Metro,8333,10522641.6972656,13635.1289087362
06037271100,99,896,11,District 3,Los Angeles - Rancho Park,SPA 5 - West,8334,8635387.59667969,14142.1481793455
06037271200,120,1237,9.7,District 3,Los Angeles - Mar Vista,SPA 5 - West,8335,5725637.53515625,13655.4397795212
06037271300,98,2166,4.5,District 3,Los Angeles - Mar Vista,SPA 5 - West,8336,15813444.8388672,19320.266506748
06037271400,31,1372,2.3,District 3,Los Angeles - Mar Vista,SPA 5 - West,8337,12357799.9384766,14485.3690581844
06037271500,35,1320,2.7,District 3,Los Angeles - Mar Vista,SPA 5 - West,8338,9788883.35058594,13020.26340254
06037271600,86,2061,4.2,District 3,Los Angeles - Mar Vista,SPA 5 - West,8339,9781377.4609375,12555.0553203256
06037271702,213,1885,11.3,District 3,Los Angeles - Palms,SPA 5 - West,8340,7592156.96679688,13322.7618111577
06037271703,30,1352,2.2,District 3,Los Angeles - Palms,SPA 5 - West,8341,4857322.57226562,12232.2429762385
06037271704,102,1391,7.3,District 3,Los Angeles - Palms,SPA 5 - West,8342,5847606.82519531,11867.451078572
06037271801,164,1683,9.7,District 3,Los Angeles - Palms,SPA 5 - West,8343,5287108.35058594,9478.41750764255
06037271803,103,1635,6.3,District 3,Los Angeles - Palms,SPA 5 - West,8344,2487168.61914062,6329.04714301577
06037271804,3,1036,0.3,District 3,Los Angeles - Palms,SPA 5 - West,8345,3637620.84375,9969.11294726416
06037271901,101,1378,7.3,District 3,Los Angeles - Mar Vista,SPA 5 - West,8346,7067853.58984375,10703.5282348266
06037271902,65,1861,3.5,District 3,Los Angeles - Mar Vista,SPA 5 - West,8347,9898373.58300781,12730.5976019258
06037272100,56,1857,3,District 3,Los Angeles - Mar Vista,SPA 5 - West,8348,12914516.2705078,14801.8180768641
06037272201,81,981,8.3,District 3,Los Angeles - Mar Vista,SPA 5 - West,8349,2785886.08203125,6699.03005577761
06037272202,99,1563,6.3,District 3,Los Angeles - Mar Vista,SPA 5 - West,8350,3307453.45800781,8738.0496934549
06037272301,79,1394,5.7,District 3,Los Angeles - Mar Vista,SPA 5 - West,8351,6629158.59375,12451.389453796
06037272302,317,1895,16.7,District 3,Los Angeles - Mar Vista,SPA 5 - West,8352,5447958.46191406,10544.9360954682
06037273100,89,1333,6.7,District 3,Los Angeles - Venice,SPA 5 - West,8353,12686074.5966797,15511.8463907631
06037273200,154,1440,10.7,District 3,Los Angeles - Venice,SPA 5 - West,8354,6916004.71386719,11504.1381167441
06037273300,160,1465,10.9,District 3,Los Angeles - Venice,SPA 5 - West,8355,6143477.65625,11182.4426440774
06037273403,331,896,36.9,District 3,Los Angeles - Venice,SPA 5 - West,8356,2869621.47167969,8586.10316146988
06037273404,146,1291,11.3,District 3,Los Angeles - Venice,SPA 5 - West,8357,2649389.50292969,7992.8271823763
06037273502,187,1714,10.9,District 3,Los Angeles - Venice,SPA 5 - West,8358,5716706.65234375,10126.2523331556
06037273600,16,1151,1.4,District 3,Los Angeles - Venice,SPA 5 - West,8359,6348192.07714844,10763.6351953028
06037273700,19,1217,1.6,District 3,Los Angeles - Venice,SPA 5 - West,8360,7435177.84667969,11006.1687801483
06037273800,108,1486,7.3,District 3,Los Angeles - Venice,SPA 5 - West,8361,8023533.62304688,16413.4933632133
06037273902,239,2408,9.9,District 3,Los Angeles - Venice,SPA 5 - West,8362,9576339.77734375,13366.1325032925
06037274100,265,2046,13,District 2,Los Angeles - Venice,SPA 5 - West,8363,6710901.9609375,14042.0986917599
06037274202,205,2253,9.1,District 2,Los Angeles - Marina Peninsula,SPA 5 - West,8364,10042123.1269531,16499.6556489787
06037275101,9,457,2,District 2,Los Angeles - Del Rey,SPA 5 - West,8365,3633314.11035156,9774.92849131878
06037275102,77,1334,5.8,District 2,Los Angeles - Del Rey,SPA 5 - West,8366,6837186.46191406,11952.4838678094
06037275200,204,1658,12.3,District 2,Los Angeles - Del Rey,SPA 5 - West,8367,4985019.02734375,10518.5827495859
06037275311,259,2561,10.1,District 2,Los Angeles - Del Rey,SPA 5 - West,8368,13882947.7021484,17011.1004983739
06037275312,0,1058,0,District 2,Los Angeles - Del Rey,SPA 5 - West,8369,8815611.14746094,14279.504571085
06037275313,100,1701,5.9,District 2,Los Angeles - Del Rey,SPA 5 - West,8370,10505094.609375,15860.0289743989
06037275400,274,2389,11.5,District 2,Los Angeles - Del Rey,SPA 5 - West,8371,8095239.0546875,13033.9955791604
06037275500,238,1756,13.6,District 2,Los Angeles - Del Rey,SPA 5 - West,8372,8448458.58886719,11616.751280014
06037275603,79,1218,6.5,District 2,Los Angeles - Playa Vista,SPA 5 - West,8373,11017801.6728516,16764.5907293169
06037275604,232,4919,4.7,District 2,Los Angeles - Playa Vista,SPA 5 - West,8374,16679063.9941406,25351.3079642135
06037275605,44,1707,2.6,District 2,Los Angeles - Playa Vista,SPA 5 - West,8375,11233416.4560547,17377.2228422322
06037276000,65,2949,2.2,District 2,Los Angeles - Westchester,SPA 5 - West,8376,25266210.1015625,22460.2137892825
06037276101,62,1949,3.2,District 2,Los Angeles - Westchester,SPA 5 - West,8377,3546770.91992188,10389.583553457
06037276102,224,1653,13.6,District 2,Los Angeles - Westchester,SPA 5 - West,8378,7033821.76464844,20268.9176519023
06037276400,33,1473,2.2,District 2,Los Angeles - Westchester,SPA 5 - West,8379,13719925.2001953,16195.913303058
06037276500,8,741,1.1,District 2,Los Angeles - Westchester,SPA 5 - West,8380,12850240.875,15352.7451887596
06037276601,6,1709,0.4,District 2,Los Angeles - Westchester,SPA 5 - West,8381,24148517.6640625,23190.2286017538
06037276605,0,1312,0,District 2,Los Angeles - Westchester,SPA 5 - West,8382,2509882.21386719,7961.15376200451
06037276606,7,1843,0.4,District 2,Los Angeles - Westchester,SPA 5 - West,8383,2360108.00488281,7249.35599351994
06037276607,117,1384,8.5,District 2,Los Angeles - Westchester,SPA 5 - West,8384,5038397.59472656,11123.2188906259
06037276608,82,1079,7.6,District 2,Los Angeles - Westchester,SPA 5 - West,8385,3821364.40722656,8504.29798788105
06037277000,38,2154,1.8,District 2,Los Angeles - Westchester,SPA 5 - West,8386,24690966.8134766,21806.3264287516
06037277100,0,1107,0,District 2,Los Angeles - Westchester,SPA 5 - West,8387,13342441.109375,15079.625183576
06037277200,61,966,6.3,District 2,Los Angeles - Westchester,SPA 5 - West,8388,11329446.2939453,15060.5075310795
06037277400,0,0,,District 2,Los Angeles - Westchester,SPA 5 - West,8389,6827588.64453125,10436.4406511585
06037278001,138,1088,12.7,District 2,Los Angeles - Westchester,SPA 5 - West,8390,17423890.3818359,25039.057854707
06037278102,30,1431,2.1,District 2,Los Angeles - Playa Del Rey,SPA 5 - West,8391,16249113.2753906,24720.6077799528
06037291110,329,1385,23.8,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8392,7638453.65332031,11541.8316074383
06037291120,74,622,11.9,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8393,7550421.375,10995.0416891156
06037291130,33,991,3.3,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8394,13899073.2744141,15716.6224625271
06037291210,119,1709,7,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8395,13398098.6005859,15541.9349483896
06037291220,71,1063,6.7,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8396,8858200.55859375,12160.6940398644
06037291300,25,1120,2.2,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8397,25887162.1796875,31571.6120236208
06037292001,56,1344,4.2,District 2,Los Angeles - Harbor Gateway,SPA 8 - South Bay,8398,37918953.3535156,29138.5104200557
